pid,hid,area,area_siz,hhld_siz,fly_typ,gender,byear,age_gr,age,marry,income_gr,job,job_type,job_etc,mob_use,mob_num,mob_csp,mob_dev,c01,c01_gr,c02,c02_gr,c03,c03_gr,c04,c04_gr,c05,c05_gr,app_pay,appin_pay,app_num,app_num_gr,appin_num,appin_gr,c06,c06_gr,freq_app1,freq_app2,freq_app3,sns_use,freq_sns1,freq_sns2,freq_sns3,cmt_board,wt_board,wt_news,rating,wt_wiki,wt_sns,rating_sns,sns_read,sns_write,sns_share,sns_eng,sns_priv,news_med1,news_med2,news_med3,news_plat1,news_plat2,news_plat3,channel,shop,shop_dev,shop_pay
55240001,552400,14,1,2,2,1,1955,7,64,2,5,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55240002,552400,14,1,2,2,2,1961,6,58,2,3,1,4, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
55260001,552600,14,1,2,2,1,1946,8,73,2,1,2, ,4,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,18,17,19,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7, , , 
55260002,552600,14,1,2,2,2,1949,8,70,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,18,9,6,1,16, , ,1,1,1,1,1,1,1,5,9,9,5,2,3, , ,3, , ,7, , , 
55270004,552700,14,1,1,1,2,1993,3,26,1,6,1,1, ,1,1,3,3, , , , ,14,3,11,3, , ,2,2, , , , , , ,17,8,18,2, , , ,1,1,1,2,1,1,1, , , , , , , , , , , ,5,1,1,5
55300001,553000,14,1,3,3,1,1959,7,60,2,11,1,1, ,2, , , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,8, , , 
55300002,553000,14,1,3,3,2,1958,7,61,2,6,1,4, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55300003,553000,14,1,3,3,1,1984,4,35,1,11,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,4, , , 
55340001,553400,14,1,3,3,1,1981,4,38,1,5,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,9,5,4,1,12,2,15,1,1,1,3,1,1,3,5,7,7,7,2,4,2,3,3,4,2,1,1,1,2
55340002,553400,14,1,3,3,1,1952,7,67,2,1,2, ,4,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,6,16,19,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55340003,553400,14,1,3,3,2,1956,7,63,2,2,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,10,6,18,1,16,12, ,1,1,1,1,1,3,1,6,6,6,6,2, , , , , , ,7,2, , 
55350001,553500,14,1,1,1,2,1939,8,80,3,3,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55380001,553800,14,1,1,1,2,1919,8,100,3,1,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55390001,553900,14,2,1,1,1,1960,6,59,1,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55400001,554000,14,2,2,2,1,1958,7,61,2,5,1,3, ,1,1,2,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55400002,554000,14,2,2,2,2,1960,6,59,2,2,1,4, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55410001,554100,14,1,1,1,2,1939,8,80,3,1,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55420001,554200,14,1,1,1,2,1928,8,91,3,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55430002,554300,14,1,1,1,2,1941,8,78,3,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55460002,554600,14,1,1,1,2,1943,8,76,3,3,2, ,2,1,1,3,7, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55480001,554800,14,2,2,3,2,1951,7,68,3,3,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55490001,554900,14,1,3,3,1,1977,5,42,2,9,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,9,12,17,1,23, , ,1,1,1,1,1,1,1,4,9,9,9,2, , , , , , ,1, , , 
55490002,554900,14,1,3,3,2,1977,5,42,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,5,18,2,1,15,12,2,1,1,1,1,1,1,1,5,8,7,7,2, , , , , , ,1,1,1,1
55510001,555100,14,1,2,2,1,1952,7,67,2,4,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,8,9,10,1,12, , ,1,1,1,1,1,1,1,4,9,9,6,3,3, , ,3, , ,7, , , 
55510002,555100,14,1,2,2,2,1952,7,67,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,10,18,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55520001,555200,14,1,2,5,2,1989,4,30,1,8,1,1, ,1,1,2,3, , , , , , , , , , ,2,2, , , , , , ,19,11,9,1,12, , ,2,1,1,1,1,1,1,5,5,6,6,1,1,3, ,1,3, ,2,1,1,1
55520002,555200,14,1,2,5,1,1995,3,24,1,6,1,1, ,1,1,2,3, , ,30,7, , , , , , ,2,2, , , , , , ,11,19,10,1,1, , ,1,1,1,1,1,1,2,6,6,6,6,2,4, , ,3, , ,1,1,1,4
55530001,555300,14,1,2,2,1,1950,7,69,2,1,2, ,4,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55530002,555300,14,1,2,2,2,1952,7,67,2,1,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55540001,555400,14,1,3,3,1,1976,5,43,2,7,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,16,17,2, , , ,1,1,1,1,1,1,1, , , , , ,4,2, ,3,3, ,1,1,1,2
55540002,555400,14,1,3,3,2,1977,5,42,2,6,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,17,19,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,2
55560001,555600,14,1,2,3,2,1933,8,86,3,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55570001,555700,14,1,3,3,1,1959,7,60,2,11,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,9,2, , , ,1,1,1,1,1,1,1, , , , , ,1,4, ,1,3, ,7, , , 
55570002,555700,14,1,3,3,2,1965,6,54,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,17,19,2, , , ,1,1,1,1,1,1,1, , , , , ,1,4, ,1,3, ,7,2, , 
55570003,555700,14,1,3,3,2,1996,3,23,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,10,17,1,15,2,12,1,1,1,1,1,6,6,1,1,1,1,1, , , , , , ,6,1,1,2
55580001,555800,14,1,3,3,1,1955,7,64,2,1,2, ,4,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55580002,555800,14,1,3,3,2,1957,7,62,2,2,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55580003,555800,14,1,3,3,2,1981,4,38,1,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,10,2, , , ,2,2,1,1,1,1,1, , , , , ,3, , ,3, , ,2,1,1,1
55590002,555900,14,2,1,1,2,1955,7,64,3,2,2, ,2,1,1,2,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55600001,556000,14,1,3,3,1,1945,8,74,2,4,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1, , , 
55600002,556000,14,1,3,3,2,1950,7,69,2,4,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1, , , 
55600003,556000,14,1,3,3,2,1925,8,94,3,1,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55610001,556100,14,1,3,3,1,1971,5,48,2,8,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,2, , 
55610002,556100,14,1,3,3,2,1973,5,46,2,5,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,2, , 
55610003,556100,14,1,3,3,1,1999,3,20,1,2,2, ,1,1,1,3,3, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
55610004,556100,14,1,3,3,1,2003,2,16,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,1,2,15,23,1,1,1,1,1,1,1,4,7,8,4,2, , , , , , ,1, , , 
55620001,556200,14,1,3,3,1,1965,6,54,2,18,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,5,18,8,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,4,2, , 
55620002,556200,14,1,3,3,2,1966,6,53,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,1,16, , ,1,1,1,1,1,1,1,1,9,9,9,2, , , , , , ,6,2, , 
55620003,556200,14,1,3,3,2,1989,4,30,1,9,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,4,5,1,2,12,15,1,1,1,1,1,1,1,1,9,9,9,2, , , , , , ,2,1,1,1
55620004,556200,14,1,3,3,1,1993,3,26,1,2,2, ,1,1,1,1,1, , , , ,8,2, , , , ,1,2,1,1, , ,8,2,16,17,9,1,2,23, ,1,1,1,1,1,1,1,1,8,8,8,2,3,4,2,3,4,2,1,1,1,2
55630001,556300,14,1,2,2,1,1943,8,76,2,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55630002,556300,14,1,2,2,2,1943,8,76,2,1,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55640001,556400,14,1,2,3,2,1965,6,54,2,6,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,17,1,12, , ,1,1,1,1,1,4,6,1,4,4,1,2, , , , , , ,1,2, , 
55640002,556400,14,1,2,3,1,1990,3,29,1,7,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,3,17,1,15,2,23,1,1,1,1,1,6,6,1,1,4,1,2,4, , ,3, , ,3,1,1,2
55650001,556500,14,1,2,2,1,1935,8,84,2,4,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55650002,556500,14,1,2,2,2,1944,8,75,2,2,1,4, ,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55660001,556600,14,1,1,1,2,1936,8,83,3,3,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55680001,556800,14,1,3,3,1,1956,7,63,2,5,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55680002,556800,14,1,3,3,2,1961,6,58,2,1,2, ,2,2, , , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55680003,556800,14,1,3,3,1,1991,3,28,1,1,2, ,4,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,10,9,11,1,12,15,2,2,1,1,4,2,2,2,2,3,2,2,2,3, , ,3, , ,5,1,1,1
55710001,557100,14,1,3,3,1,1970,5,49,2,12,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,9,19,1,16,23, ,2,1,1,1,1,1,1,5,7,9,9,2,3,2, ,3,3, ,1,1,2,1
55710002,557100,14,1,3,3,2,1973,5,46,2,6,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,10,4,1,2,23,16,1,1,1,1,1,1,1,4,7,6,6,3,3,2, ,3,3, ,2,1,3,1
55710003,557100,14,1,3,3,1,1998,3,21,1,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1, , , 
55710004,557100,14,1,3,3,1,2001,2,18,1,1,2, ,1,1,1,2,3, , , , , , , , , , ,2,2, , , , , , ,10,3,1,1,15,2, ,1,1,1,1,1,4,1,2,4,5,4,2,3,2, ,3,3, ,1, , , 
55720001,557200,14,2,2,2,2,1960,6,59,2,18,1,2, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,11,17,18,1,16,12,3,5,4,1,1,1,1,1,1,4,4,4,2,2,3,4,2,3,4,1, , , 
55720002,557200,14,2,2,2,1,1958,7,61,2,11,1,4, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11,18,19,1,12,16,23,1,1,1,1,1,1,1,5,9,9,9,3,2,3, ,3,3, ,1, , , 
55720101,557201,14,1,3,3,2,1986,4,33,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,6,18,19,1,15, , ,1,1,1,1,1,1,1,1,4,9,3,2,3, , ,3, , ,1,1,1,1
55730001,557300,14,1,3,3,1,1964,6,55,2,7,1,1, ,1,1,2,3, , , , , , , , , , ,2,2, , , , , , ,18,19,9,2, , , ,4,5,2,2,1,1,1, , , , , ,2,1,3,2,1,3,1,1,3,1
55730002,557300,14,1,3,3,2,1969,6,50,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,19,6,16,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7,2, , 
55730003,557300,14,1,3,3,2,2000,2,19,1,1,2, ,1,1,1,2,3, , , , ,6,2, , , , ,2,2, , , , , , ,11,10,19,1,2,15,1,1,1,1,1,1,1,4,1,9,6,6,2,3,4,2,3,4,3,6,1,1,3
55730004,557300,14,1,3,3,1,2004,2,15,1,1,2, ,1,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,3,10,12,1,2,15, ,1,1,1,3,1,4,4,1,9,9,1,2,3, , ,3, , ,1, , , 
55740001,557400,14,1,3,3,1,1961,6,58,2,11,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,8,9,11,1,12,23, ,4,1,3,3,3,3,3,4,7,4,4,2,3,4, ,3,3, ,1,1,1,3
55740002,557400,14,1,3,3,2,1962,6,57,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,8,16,19,1,12, , ,1,1,1,1,1,1,1,4,9,9,7,2,3,3, ,3,4, ,6,2, , 
55740003,557400,14,1,3,3,1,1988,4,31,1,8,1,1, ,1,1,2,1, , , , , , , , ,50,8,1,1,1,1,2,1,15,4,11,3,10,1,3,2,1,1,1,6,1,2,2,2,2,2,2,2,2,3,2, ,2,3, ,2,1,3,1
55740004,557400,14,1,3,3,1,1993,3,26,1,1,2, ,1,1,1,2,1, , ,8,2,6,2, , ,100,8,2,1, , ,2,1,50,8,1,11,19,1,2, , ,2,2,2,2,2,2,2,4,4,4,4,2,2,3, ,3,2, ,7, , , 
55760001,557600,14,1,3,3,1,1961,6,58,2,13,1,2, ,1,1,1,1, , ,10,3,5,2, , , , ,2,2, , , , , , ,12,5,9,1,12,2,23,2,2,1,1,1,2,1,7,7,4,7,3,1,2,3,1,3,3,8,1,1,1
55760002,557600,14,1,3,3,2,1965,6,54,2,1,2, ,2,1,1,1,1, , ,8,2,5,2, , , , ,2,2, , , , , , ,5,16,9,1,2,12,23,1,1,1,1,1,1,1,8,9,9,6,2,2,3,4,3,4,4,1,2, , 
55760003,557600,14,1,3,3,1,1989,4,30,1,6,1,1, ,1,1,1,1, , ,22,5,3,1, , ,35,8,2,2, , , , , , ,11,10,17,1,15,23,2,1,1,1,1,1,4,4,1,6,7,4,1,2,4, ,3,3, ,1,1,1,1
55760004,557600,14,1,3,3,1,1994,3,25,1,1,2, ,1,1,1,1,2, , ,12,3,8,2, , , , ,2,2, , , , , , ,11,10,17,1,2,23,15,1,1,1,1,1,1,1,2,8,8,6,1,2,4, ,3,3, ,1,1,3,2
55770001,557700,14,2,1,1,2,1943,8,76,3,3,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55780001,557800,14,2,1,1,2,1930,8,89,3,3,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
55820001,558200,14,1,3,3,1,1964,6,55,2,18,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,19,11,10,1,2, , ,1,1,1,1,1,1,1,2,2,2,2,2,3,2, ,3,3, ,1,1,1,2
55820002,558200,14,1,3,3,2,1969,6,50,2,1,2, ,2,1,1,2,2, , , , , , , , , , ,2,2, , , , , , ,11,1,19,1,2,12, ,1,1,1,1,1,1,1,7,8,9,7,2, , , , , , ,7,1,1,2
55820003,558200,14,1,3,3,1,1996,3,23,1,1,2, ,1,1,1,2,3, , , , , , , , , , ,2,2, , , , , , ,10,11,3,1,2,12,23,1,1,1,1,1,4,4,1,4,2,2,2,3, , ,3, , ,7,1,1,3
55820004,558200,14,1,3,3,1,1997,3,22,1,1,2, ,4,1,1,2,3, , , , , , , , , , ,2,1, , ,3,1,9,2,11,10,19,1,2,3,12,1,1,1,1,1,6,6,1,2,2,2,2,3, , ,3, , ,1,1,1,3
55820005,558200,14,1,3,3,1,2001,2,18,1,1,2, ,1,1,1,2,2, , , , , , , , , , ,2,1, , ,6,2,15,4,10,11,16,1,2,1, ,3,3,1,1,1,4,3,2,2,2,2,2,3, , ,3, , ,7,1,1,3
55860001,558600,14,1,3,3,1,1968,6,51,2,9,1,1, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,11,19,6,1,16, , ,1,1,1,1,1,1,1,4,9,4,9,2,3, , ,3, , ,1, , , 
55860002,558600,14,1,3,3,2,1971,5,48,2,6,1,1, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,18,17,19,1,16, , ,1,1,1,1,1,1,1,1,7,9,4,2,3, , ,3, , ,1,1,1,1
55860003,558600,14,1,3,3,1,1998,3,21,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,16,10,19,1,2,15, ,1,1,1,1,1,4,4,1,7,9,5,2,3, , ,3, , ,1,1,1,1
55860004,558600,14,1,3,3,1,2000,2,19,1,1,2, ,1,1,1,3,3, , , , , , , , , , ,2,2, , , , , , ,3,17,10,1,2,15, ,1,1,1,1,1,3,4,1,4,9,2,2,3, , ,3, , ,1,1,1,1
55870001,558700,3,1,3,3,1,1973,5,46,2,6,1,1, ,1,1,2,1, , , , , , ,15,4, , ,2,2, , , , , , ,19,10,8,1,12, , ,1,1,1,1,1,2,2,2,8,7,7,2,4,2, ,3,3, ,5,1,3,1
55870002,558700,3,1,3,3,2,1968,6,51,2,3,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,19,11,9,1,1,15, ,2,1,1,1,1,3,2,2,6,7,7,2,4,2, ,3,3, ,1,1,3,1
55870003,558700,3,1,3,3,1,2003,2,16,1,1,2, ,1,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,17,10,3,1,2,23, ,1,1,1,1,1,3,2,1,4,4,5,2, , , , , , ,1, , , 
55870004,558700,3,1,3,3,1,2004,2,15,1,1,2, ,1,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,17,10,19,1,2, , ,1,1,1,1,1,2,2,1,6,5,5,2, , , , , , ,1, , , 
55890001,558900,14,1,3,3,1,1961,6,58,2,7,1,3, ,1,1,1,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,6,17,19,1,2,12, ,1,1,1,1,1,3,3,2,9,7,6,2, , , , , , ,1,1,1,3
55890002,558900,14,1,3,3,2,1965,6,54,2,2,1,4, ,1,1,1,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,16,5,6,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,2,1,1,1
55890003,558900,14,1,3,3,2,1997,3,22,1,1,2, ,1,1,1,1,1,0,1,0,1,0,1,10,3,0,1,2,2, , , , , , ,10,19,16,1,15,23,2,1,1,1,1,1,4,1,1,8,8,5,2, , , , , , ,5,1,1,2
55900001,559000,14,1,3,3,1,1971,5,48,2,1,2, ,4,1,2,1,1, , , , , , , , , , ,2,1, , ,1,1,18,4,19,5,10,1,2,16,15,6,3,4,3,1,3,4,3,6,6,5,2, , , , , , ,1,1,3,2
55900002,559000,14,1,3,3,2,1974,5,45,2,6,1,2, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,18,4,11,1,16, , ,4,3,2,2,1,1,1,4,4,5,7,2, , , , , , ,1,1,3,2
55900003,559000,14,1,3,3,2,1999,3,20,1,1,2, ,1,1,1,1,3, , , , ,14,3,8,2, , ,2,2, , , , , , ,11,16,18,1,15,2, ,1,1,1,1,1,3,5,1,6,2,1,2, , , , , , ,4,1,1,4
55910001,559100,14,1,3,3,1,1962,6,57,2,5,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,17,8,11,2, , , ,1,1,1,1,1,1,1, , , , , ,1,2,4,1,3,3,7,1,1,1
55910002,559100,14,1,3,3,2,1967,6,52,2,5,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,3,16,11,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
55910003,559100,14,1,3,3,2,1993,3,26,1,1,2, ,4,1,1,2,3, , , , , , ,8,2, , ,1,1,1,1,1,1,14,3,16,11,10,1,15, , ,1,1,1,1,1,4,4,1,4,8,1,2,4,4,2,3,4,3,1,1,1,4
55910004,559100,14,1,3,3,1,1995,3,24,1,1,2, ,1,1,1,1,3, , , , , , ,2,1, , ,2,2, , , , , , ,10,1,16,1,2,15, ,1,1,1,1,1,1,1,2,9,9,9,1,3, , ,4, , ,1,1,1,1
55930001,559300,14,2,2,2,1,1940,8,79,2,4,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,1, , ,1, , ,6, , , 
55930002,559300,14,2,2,2,2,1938,8,81,2,1,2, ,2,2, , , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55940001,559400,14,1,3,3,1,1970,5,49,2,10,1,1, ,1,1,2,1, , ,10,3, , , , , , ,2,2, , , , , , ,17,3,5,1,23,15,2,2,1,1,1,1,2,2,2,9,9,8,2,3,2,1,4,3,1,1,1,1,2
55940002,559400,14,1,3,3,2,1975,5,44,2,5,1,1, ,1,1,2,1, , ,10,3, , , , , , ,2,2, , , , , , ,2,11,19,2, , , ,1,1,1,3,1,1,1, , , , , ,3,2,1,3,3,1,1,1,3,4
55940003,559400,14,1,3,3,2,2002,2,17,1,1,2, ,1,1,1,1,3, , , , , , , , , , ,2,1, , ,1,1,4,1,1,10,16,1,15,1,23,1,1,1,3,1,4,6,2,2,2,2,2,3, , ,4, , ,5,1,1,3
55940004,559400,14,1,3,3,1,2006,2,13,1,1,2, ,1,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,3,17,11,1,15, , ,1,1,1,1,1,1,2,6,6,6,6,2, , , , , , ,1,1,3,3
55950003,559500,14,1,3,3,2,1962,6,57,2,12,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,8,6,3,1,12,16,1,4,2,1,1,1,3,1,1,6,7,7,2,3,1,2,2,1,4,4,1,1,2
55950004,559500,14,1,3,3,2,1997,3,22,1,1,2, ,1,1,1,3,2, , , , , , ,12,3, , ,2,1, , ,8,2,20,5,11,19,16,1,15,2,23,1,1,1,3,1,3,6,1,7,8,2,2,4,3,2,3,4,2,3,1,1,2
55950005,559500,14,1,3,3,1,1999,3,20,1,1,2, ,1,1,1,4,3, , , , ,14,3, , , , ,2,2, , , , , , ,3,16,1,1,15,2, ,1,1,1,1,1,3,4,2,6,7,2,2, , , , , , ,1,1,1,4
55950006,559500,14,1,3,3,2,1994,3,25,1,8,1,1, ,1,1,1,1, , , , , , ,12,3, , ,2,1, , ,5,2,13,3,19,18, ,2, , , ,1,1,1,3,1,1,1, , , , , ,4,2, ,3,2, ,8,1,1,2
55960002,559600,14,2,1,1,2,1948,8,71,3,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55970002,559700,14,2,1,1,2,1940,8,79,3,3,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55980001,559800,14,2,2,2,1,1937,8,82,2,4,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
55980002,559800,14,2,2,2,2,1943,8,76,2,1,1,4, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
56020001,560200,14,1,3,3,1,1958,7,61,2,7,2, ,4,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,16,8,9,2, , , ,1,1,1,1,1,1,1, , , , , ,1,3,2,1,3,2,8,1,1,3
56020002,560200,14,1,3,3,2,1967,6,52,2,6,1,1, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,11,10,16,1,12,16,1,4,1,1,1,4,1,4,1,9,2,1,2,1,3,2,1,3,2,2,1,1,1
